gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,False,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.799999237060547,24.799999237060547,Yes
Male,False,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.79999923706055,1023.8499755859375,No
Male,False,No,No,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.399999618530273,82.1500015258789,No
Female,False,No,No,13,Yes,No,No,No,No,No,No,No,Yes,One year,No,Electronic check,19.649999618530273,244.8000030517578,No
Female,False,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.599998474121094,2379.10009765625,No
Male,False,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9000015258789,3173.35009765625,No
Male,False,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes
Female,False,Yes,Yes,69,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),19.75,1375.4000244140625,No
Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.69999694824219,8129.2998046875,No
Male,False,Yes,Yes,59,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),19.299999237060547,1192.699951171875,No
Female,False,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55000305175781,1901.6500244140625,No
Male,False,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),24.100000381469727,587.4000244140625,No
Male,False,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.3499984741211,6519.75,No
Male,False,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.64990234375,No
Male,False,No,Yes,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.75,20.75,No
Female,False,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9000015258789,2681.14990234375,No
Female,False,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05000305175781,1112.300048828125,No
Male,False,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55000305175781,7405.5,No
Male,False,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.30000305175781,1033.949951171875,No
Male,False,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.8499984741211,2958.949951171875,No
Female,False,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.94999694824219,2684.85009765625,No
Male,False,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45000076293945,4179.2001953125,No
Male,False,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9000015258789,79.9000015258789,Yes
Female,False,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.5999984741211,1934.449951171875,Yes
Male,False,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.44999694824219,6654.10009765625,No
Male,False,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes
Female,False,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No
Male,False,No,Yes,61,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.75,1124.199951171875,No
Female,False,Yes,Yes,29,Yes,No,No,No,No,No,No,No,Yes,One year,No,Electronic check,20.0,540.0499877929688,No
Male,True,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.80000305175781,1975.8499755859375,No
Female,False,Yes,No,57,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.449951171875,No
Male,False,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.800048828125,No
Male,False,Yes,No,66,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.599998474121094,3789.199951171875,No
Male,False,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.19999694824219,5324.5,No
Female,False,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.5999755859375,No
Female,False,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,268.3500061035156,Yes
Female,False,Yes,No,71,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),24.75,1836.9000244140625,No
Male,False,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,20.200000762939453,20.200000762939453,No
Male,False,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.04999923706055,179.35000610351562,Yes
Female,False,No,No,12,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),19.350000381469727,219.35000610351562,No
Male,False,No,No,24,No,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.599998474121094,1288.75,No
Female,False,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.1500015258789,2545.75,No
Female,False,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.20000076293945,55.20000076293945,Yes
Male,False,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9000015258789,2723.14990234375,No
Female,False,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.30000305175781,4107.25,No
Male,False,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.64990234375,No
Male,False,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No
Male,False,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.5999984741211,84.5999984741211,Yes
Female,False,No,No,72,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.25,1566.9000244140625,No
Female,False,No,No,29,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,25.149999618530273,702.0,No
Male,False,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.400001525878906,114.0999984741211,Yes
Female,False,No,No,10,No,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.600000381469727,299.04998779296875,No
Male,False,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.1500015258789,1305.949951171875,No
Female,True,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.300048828125,Yes
Male,False,No,No,16,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.75,284.3500061035156,No
Female,False,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.5999984741211,6350.5,No
Male,False,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.19999694824219,7878.2998046875,No
Female,False,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.69999694824219,3187.64990234375,No
Female,True,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4000015258789,6126.14990234375,No
Female,True,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.79999923706055,731.2999877929688,No
Male,True,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.3499984741211,273.3999938964844,No
Male,False,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.800048828125,No
Male,True,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4000015258789,1074.300048828125,Yes
Male,False,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.54999923706055,48.54999923706055,Yes
Male,False,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.4501953125,No
Female,False,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.5498046875,No
Female,False,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4000015258789,147.14999389648438,Yes
Male,True,Yes,No,1,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.20000076293945,40.20000076293945,Yes
Male,False,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.69999694824219,2633.300048828125,No
Male,False,No,No,10,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,19.850000381469727,193.0500030517578,No
Female,False,Yes,Yes,67,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.54999923706055,4103.89990234375,No
Female,False,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.0999984741211,7008.14990234375,No
Male,False,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.3499984741211,5791.10009765625,No
Female,False,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.599998474121094,80.55000305175781,Yes
Female,True,Yes,No,29,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.6500244140625,No
Male,True,No,No,3,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.150001525878906,132.1999969482422,Yes
Male,True,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9000015258789,1364.300048828125,Yes
Male,True,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8499984741211,4925.35009765625,No
Female,False,No,No,31,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.849998474121094,1520.0999755859375,No
Female,False,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.30000305175781,5032.25,No
Female,False,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.0999984741211,5526.75,No
Male,False,No,No,50,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),24.899999618530273,1195.25,No
Female,True,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,No
Male,False,No,No,59,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.350000381469727,1099.5999755859375,Yes
Female,False,Yes,No,71,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),24.25,1732.949951171875,No
Female,True,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.44999694824219,1511.199951171875,Yes
Male,False,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,3450.14990234375,No
Male,False,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.799999237060547,24.799999237060547,Yes
Male,True,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05000305175781,2172.050048828125,No
Male,False,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.5999984741211,70.5999984741211,Yes
Male,False,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4000015258789,401.1000061035156,Yes
Female,False,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05000305175781,5624.85009765625,Yes
Male,True,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.94999694824219,1339.800048828125,No
Male,False,No,No,14,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,771.9500122070312,No
Female,False,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.54999923706055,244.75,No
Female,False,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.150001525878906,322.8999938964844,No
Female,False,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.20000076293945,498.25,No
Female,False,No,Yes,1,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,25.399999618530273,25.399999618530273,No
Female,False,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45000076293945,3687.75,No
Male,False,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.1500015258789,1779.949951171875,Yes
Female,False,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.5999755859375,No
Female,False,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.349998474121094,927.1500244140625,No
Male,False,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,Yes
Male,True,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.5499877929688,Yes
Male,False,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.849998474121094,435.3999938964844,Yes
Male,True,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.0999984741211,1712.699951171875,Yes
Male,False,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.20000076293945,2021.199951171875,No
Male,False,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.80000305175781,1940.800048828125,No
Female,True,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3499984741211,567.7999877929688,No
Female,False,No,No,12,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.700000762939453,220.35000610351562,No
Male,False,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.25,20.25,No
Female,False,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05000305175781,5436.4501953125,No
Male,True,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.80000305175781,3437.5,No
Male,False,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55000305175781,3015.75,No
Female,False,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.5999984741211,73.5999984741211,Yes
Male,False,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9000015258789,1509.800048828125,No
Female,True,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.44999694824219,396.1000061035156,Yes
Male,False,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4000015258789,356.6499938964844,No
Female,False,Yes,Yes,68,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.29999923706055,4109.0,No
Male,False,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.8499984741211,3141.699951171875,No
Male,False,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,24.799999237060547,1229.0999755859375,No
Male,True,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9000015258789,2303.35009765625,Yes
Male,False,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55000305175781,2054.39990234375,No
Male,True,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.1500015258789,3741.85009765625,No
Male,False,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.449951171875,No
Female,False,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No
Female,False,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05000305175781,1886.25,No
Female,False,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05000305175781,4895.10009765625,No
Female,True,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3499984741211,341.6000061035156,No
Male,False,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5999984741211,415.54998779296875,Yes
Male,False,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05000305175781,5686.39990234375,No
Male,False,No,No,71,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),19.899999618530273,1355.0999755859375,No
Female,False,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.30000305175781,3058.64990234375,Yes
Male,True,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.1500015258789,2231.050048828125,Yes
Male,False,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35009765625,No
Female,True,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.44999694824219,4350.10009765625,Yes
Female,False,Yes,Yes,72,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264.0,No
Male,False,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.79999923706055,44.79999923706055,No
Female,False,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.599998474121094,422.29998779296875,No
Male,False,No,No,69,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.04999923706055,4176.7001953125,No
Female,False,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.69999694824219,5138.10009765625,No
Female,True,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9000015258789,880.0499877929688,No
Female,True,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3499984741211,139.0500030517578,Yes
Female,True,Yes,Yes,28,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.900001525878906,973.6500244140625,No
Female,True,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.6500015258789,1470.050048828125,No
Female,False,Yes,Yes,35,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,19.850000381469727,739.3499755859375,No
Female,False,No,No,8,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,19.200000762939453,161.9499969482422,No
Male,False,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9000015258789,4422.9501953125,No
Female,False,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.8499984741211,511.25,Yes
Female,False,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.5999984741211,155.8000030517578,Yes
Male,False,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.80000305175781,5293.9501953125,Yes
Female,False,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.5999984741211,4759.85009765625,Yes
Female,False,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.1500015258789,6148.4501953125,No
Female,False,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.80000305175781,3565.64990234375,No
Male,False,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4000015258789,6603.0,Yes
Female,True,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.650001525878906,1830.0999755859375,No
Female,False,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.7998046875,No
Female,False,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.44999694824219,4508.64990234375,No
Male,False,No,No,63,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.5,1328.1500244140625,No
Female,False,No,Yes,41,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),20.25,865.0,No
Female,True,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.0999984741211,72.0999984741211,No
Female,False,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4000015258789,168.1999969482422,Yes
Female,False,Yes,No,70,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),19.450000762939453,1303.5,No
Female,False,No,No,23,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95000076293945,996.8499755859375,No
Female,True,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.89990234375,No
Male,False,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.79999923706055,2278.75,No
Male,False,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.599998474121094,681.4000244140625,No
Female,True,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1500015258789,574.3499755859375,No
Male,False,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.80000305175781,371.8999938964844,Yes
Female,True,No,No,21,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.900001525878906,840.0999755859375,Yes
Female,False,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Yes
